 $/ sq ft ,Sale Price,List Price,>90 Day Before Sale Zestimate,$ / sq ft for keywords,Close Date,Street Number,Street Name,Street Suffix,City,County,Zip5,,Beds Total,Baths.Lavs,Est Fin Abv Grd SqFt,Acreage,Architecture Level,Architecture Style, $/ sq ft ,Basement Type,,Sale Price,Exterior,Cooling,Exterior Features,Garage Dimensions,Garage Features,Garage Size,Heating,Original List Price,Photo Count,Pool YN,PUBLIC REMARKS,Avg,Count,Without,SqFt-Est Tot Fin,SqFt-Est Fin Lower Floor,SqFt-Est Fin Abv Grd,SqFt-Est Tot Bsmt,Year Built,Year Remodeled,Porch Type
 $ 130 ,300000,329900,"$460,000",#N/A,12/13/2018,1506,SUNSET,Boulevard,Royal Oak,Oakland,48067,,4,2.1,2314,0.3,2 Story,Tudor, $ 130 ,Unfinished,,300000,"Aluminum, Stucco/EIFS, Wood","Ceiling Fan, Wall Unit","Chimney Cap(s), Gutter Guard System",,"Attached, Door Opener, Side Entrance",2 Car,Radiant,469900,50,FALSE,"NEW PRICE! CHARMING CLASSIC TUDOR (CIRCA 1916) IN HISTORIC VINSETTA PARK - LARGE CORNER LOT WITH ATTACHED GARAGE AND FAMILY ROOM - OLD WORLD CRAFTSMANSHIP, LOADED WITH WET PLASTER, ORIGINAL CROWN MOLDINGS STONE FIREPLACE FACADES - FAMILY ROOM AND GARAGE BUILT IN 2003 - MOST ROOMS HAVE OAK HARDWOOD FLOORS. SINCE TAKING OWNERSHIP IN 1962, THE SELLERS HAVE MAINTAINED AND IMPROVED THE HOME IN MANY WAYS - INCLUDING UPDATED MAIN BATH, NEW ROOF IN (2006) WITH TRANSFERABLE WARRANTY, ""LEAF GUARD"" GUTTERS AND DOWN SPOUTS (2017) BOTH WITH TRANSFERABLE WARRANTY. TAKE IT OUTSIDE ONTO THE BRICK PATHWAY. NOTICE THE LARGE FRONT PORCH AND WALKWAY HAVE BEEN COMPLETELY REDONE. THIS VINTAGE PROPERTY IS A RARE FIND ON A LARGE LOT. MAKE THIS YOUR NEW ""HAPPY PLACE!""",$210,154,$196,"1,550",550,"1,000",725,1949,2017,"Patio, Porch"
 $ 130 ,205000,219900,"$271,000",#N/A,12/13/2018,608,AMELIA,Avenue,Royal Oak,Oakland,48073,,3,1.1,1580,0.16,Bi-Level,Other, $ 130 ,,,205000,"Aluminum, Other",Central Air,,,"2+ Assigned Space(s), Attached, Electricity",2 Car,Forced Air,249900,23,FALSE,"FABULOUS FRESHLY PAINTED BI-LEVEL HOME WITH TONS OF UPDATES!  GORGEOUS NEW KITCHEN WITH NEUTRAL GRANITE COUNTERTOPS, CERAMIC TILE FLOOR, GLASS BACKSPLASH AND NEWER REFRIGERATOR.  HUGE LIVING ROOM AND SEPARATE FAMILY ROOM WITH BEAUTIFUL HARDWOOD FLOORS.  3 SPACIOUS BEDROOMS ALL WITH ORIGINAL HARDWOOD FLOORS AND CUSTOM BLINDS.  SPACIOUS, UPDATED BATH.  LARGE FENCED YARD WITH PERENNIAL GARDENS AND NEW RETAINING WALL AROUND LOWER PATIO.  IDEAL LOCATION CLOSE TO QUAINT DOWNTOWN CLAWSON'S SHOPPING AND RESTAURANTS, AND EASY ACCESS TO MALLS AND EXPRESSWAYS.  THIS ONE WON'T LAST LONG!  BATVAI",$210,154,$196,"1,731",600,"1,131","1,131",1954,,"Patio, Porch - Covered"
 $ 130 ,208000,214900,"$262,000",#N/A,02/22/2019,4507,ELMHURST,Avenue,Royal Oak,Oakland,48073,,5,1,1600,0.17,1 1/2 Story,Bungalow, $ 130 ,Unfinished,,208000,Vinyl,"Ceiling Fans 2+, Central Air","Awning/Overhang(s), Fenced",20X20,"Detached, Door Opener, Electricity",2 Car,Forced Air,214900,31,FALSE,"YOU WON'T FIND BETTER VALUE IN ROYAL OAK! LARGE LIVING ROOM AND FORMAL DINING OPENS UP TO KITCHEN WITH GRANITE COUNTERS. GREAT LIVING SPACE, YOU WON'T FEEL CRAMPED! 3 GOOD SIZED BEDROOMS ON THE ENTRY LEVEL W 3RD USED AS A DEN W/ DOOR WALL TO BACKYARD DECK.  LARGE LOT, 2 CAR GARAGE, 2 UPSTAIRS BEDROOMS WITH TONS OF STORAGE AND A FULL BASEMENT THIS HOME HAS ROOM TO GROW! NEWER WINDOWS, DOORS, FURNACE, PAINT, CARPET, LIGHT FIXTURES, THIS HOME HAS BEEN METICULOUSLY CARED FOR WITH LOVE.",$210,154,$196,"1,402",390,"1,012",810,1941,,Porch - Covered
 $ 130 ,155000,155000,"$221,000",#N/A,01/28/2019,2200,BARRETT,Avenue,Royal Oak,Oakland,48067,,4,1,1192,0.11,1 1/2 Story,Bungalow, $ 130 ,,,155000,Vinyl,"Attic Fan, Central Air",,,,No Garage,Forced Air,155000,18,FALSE,OWN FOR LESS THAN RENT.  THIS HOME BOAST A FLOWING FLOOR PLAN WITH A LARGE LIVING ROOM THAT FLOWS INTO KITCHEN AND DINING NOOK.  AMPLE STORAGE AND GENEROUS BEDROOM SIZES.  LARGE BACK YARD WITH OVERSIZED EXTERIOR DECK. COME TAKE A LOOK!,$210,154,$196,"1,097",100,997,997,1949,2015,Porch - Covered
 $ 132 ,188050,199999,"$200,000",#N/A,03/07/2019,508,MARLIN AVE,,ROYAL OAK,Oakland,48067,,3,1.1,1429,0.1,1 1/2 Story,Bungalow, $ 132 ,,,188050,"Aluminum, Vinyl",,"Fenced, Outside Lighting",,Detached,1 Car,Baseboard,199999,27,FALSE,LOCATION LOCATION LOCATION!  THIS HOME OFFERS A SHORT WALK TO DOWNTOWN MAIN STREET AND A GREAT SCHOOL DISTRICT. HARDWOOD UNDER THE CARPET. FINISHED BASEMENT W/ A HALF BATH. KITCHEN HAS BEEN UPDATED RECENTLY AND OFFERS A BREAKFAST NOOK AND ALL APPLIANCES. THE POSSIBILITIES ARE ENDLESS.,$210,154,$196,"1,098",,"1,098",,1952,,Porch
 $ 132 ,260000,289000,"$319,000",#N/A,04/18/2018,3211,CLAWSON,Avenue,Royal Oak,Oakland,48073,,4,2.1,1972,0.14,Quad-Level,Contemporary, $ 132 ,"Finished, Partially Finished",,260000,"Brick, Vinyl","Attic Fan, Ceiling Fans 2+, Central Air",Fenced,20x20,Attached,2 Car,Forced Air,289000,26,FALSE,"FANTASTIC OPPORTUNITY! SO MUCH LIVING SPACE IN THIS ALMOST 2000 SQ. FT HOME; FOUR BEDROOMS, TWO AND HALF BATHS! PLUS, TWO-CAR ATTACHED, DIRECT ACCESS GARAGE. GREAT LOCATION IN ROYAL OAK, NEAR BEAUMONT, SHOPS, RESTAURANTS; RIGHT IN THE CENTER OF BOTH ROYAL OAK AND BIRMINGHAM DOWNTOWN DISTRICTS. LARGE KITCHEN WITH CENTER ISLAND, WORK STATION, PLUS SPACIOUS DINING AREA.  DOOR WALL TO FULLY FENCED BACKYARD. SPACIOUS LIVING ROOM WITH HARDWOOD FLOORS, LARGE BAY WINDOW. FAMILY ROOM OFFERS GREAT SPACE FOR CASUAL LIVING; COZY UP BY THE WOOD-BURNING FIREPLACE IN COLD WEATHER. DOOR WALL ACCESS TO SCREENED-IN BACK PORCH. BEDROOMS ARE SPACIOUS - MASTER BEDROOM WITH BATH (DUAL ENTRY); PLUS ADDITIONAL HALF-BATH WITH SKYLIGHT ON UPPER LEVEL.  HOME HAS GREAT BONES, TONS OF LIVING SPACE; PUT YOUR SWEAT EQUITY IN AND MAKE IT YOUR OWN!",$210,154,$196,868,,868,430,1942,,Porch - Covered
 $ 132 ,233000,249000,"$288,000",#N/A,04/10/2018,3408,DURHAM,Road,Royal Oak,Oakland,48073,,4,2,1764,0,1 1/2 Story,Bungalow, $ 132 ,Unfinished,,233000,Brick,Central Air,"Fenced, Outside Lighting",20x20,Detached,2 Car,Forced Air,265000,24,FALSE,"LOVELY HOME HAS ENCLOSED FRONT PORCH FOR WARM WEATHER ENJOYMENT. UPDATES IN LAST 5 YRS INCLUDE ROOF, KITCHEN, FURNACE, ELECTRIC PANEL, WATER HEATER, FLOORS REFINISHED 1ST FLOOR; CEMENT AND PLUMBING IN LAST 7 YEARS; A/C IS 10 YEARS OLD; NICELY UPDATED BATHS. HARDWOOD IN 2 FRONT BEDROOMS AND HALLWAY UP. TWO BACK BEDROOMS DO NOT HAVE HARDWOOD.  NICE BUILT-INS IN DINING ROOM. THE LOVELY KITCHEN IS A GREAT SIZE ESPECIALLY FOR AN OLDER HOME, HAS GREAT TABLE SPACE AND HAS HOSTED MANY FAMILY DINNERS.  THE ROOM OFF THE KITCHEN WOULD BE PERFECT FOR A HOME OFFICE/DEN AND HAS WINDOWS ON TWO WALLS FOR WONDERFUL NATURAL LIGHT AND A VIEW TO THE LARGE BACK YARD. THE LOT OFFERS PLENTY OF ROOM FOR SUMMER FUN OR TO ADD ON TO THE HOUSE IF YOU WANT. THERE IS A FIRST FLOOR LAUNDRY THAT HAS POTENTIAL FOR A GREAT MUDROOM. FREEZER IN THE BASEMENT IS EXCLUDED AS WELL AS THE CURTAINS IN THE DEN AND  CURTAINS IN  BACK 2 BEDROOMS. THE 2 SMALLER BEDROOMS IN THE REAR COULD BE COMBINED FOR A LARGER BEDROOM.",$210,154,$196,"1,219",,"1,219",797,1948,2017,"Patio, Porch"
 $ 134 ,250000,269900,,#N/A,07/27/2018,815,FORESTDALE,Road,Royal Oak,Oakland,48067,,3,2.1,1872,0,2 Story,Colonial, $ 134 ,"Daylight, Partially Finished",,250000,Aluminum,"Wall Unit, Window Units 2+",,,,No Garage,Forced Air,269900,36,FALSE,"***DEAL ALERT*** VERY CHARMING DUTCH COLONIAL ON A GREAT TREE LINED STREET, IN SOUGHT AFTER NEIGHBORHOOD, LESS THAN A MILE FROM DOWNTOWN ROYAL OAK. THIS 3 BDRM, 2.5 BATH HOME OFFERS A TON OF POTENTIAL AND IS JUST WAITING FOR YOUR CREATIVE TOUCHES. THERE ARE 3 SWEET FIREPLACES, HARDWOOD FLOORS UP AND DOWN, LARGE SPACIOUS ROOMS, COVED CEILINGS, FRENCH & LEADED GLASS DOORS, PLUS...MOSTLY NEWER WINDOWS, A NEWER FURNACE, UPDATED ELECTRICAL, AND A SWEET TWO TIERED BACKYARD WITH PATIO! THE UPSTAIRS OFFERS 2 FULL BATHS, ONE OF WHICH IS THE ORIGINAL SWEET B&W CERAMIC TILE, AND THE OTHER HAS DIRECT ACCESS INTO ONE OF THE BEDROOMS, MAKING A POTENTIAL MASTER SUITE. THE KITCHEN IS GOOD SIZED WITH WHITE CABINETS, ALL APPLIANCES, AND A CUTE LITTLE BREAKFAST NOOK. THE STREET IS FILLED WITH CHARMING HOMES AND WONDERFUL NEIGHBORS, SO COME CHECK OUT THIS DEAL IMMEDIATELY. AT ASKING PRICE, THE SELLER IS WILLING TO PAY FOR CENTRAL AIR!",$210,154,$196,"1,152",,"1,152",,1959,2017,Patio
 $ 134 ,190000,199500,"$230,000",#N/A,06/18/2018,1303,THIRTEEN MILE,Road,Royal Oak,Oakland,48073,,3,2,1420,0.24,1 Story,Ranch, $ 134 ,,,190000,Vinyl,Ceiling Fan,,,"Detached, Electricity",4 Car,Forced Air,199500,18,FALSE,"SOME ALMOST IMPOSSIBLE FEATURES ARE OFFERED HERE!  LOCATED IN EVER POPULAR ROYAL OAK, THIS OPEN FLOOR PLAN RANCH HAS BEEN COMPLETELY REMODELED WITH A NEW KITCHEN OFFERING NEW CABINETS, GRANITE COUNTER TOP, CERAMIC FLOOR AND ALL STAINLESS APPLIANCES THAT INCLUDES A FRENCH DOOR FRIDGE, BUILT IN DISHWASHER AND MICROWAVE AND STOVE!  WANT MORE?  HOW ABOUT THREE NICE SIZED BEDROOMS AND THE MASTER HAS A FULL BATH.  BOTH BATHROOMS (THERE ARE TWO FULL BATHS!) ARE VERY, VERY SPACIOUS.  LIVING ROOM WITH CEILING FAN OPENS TO THE SPACIOUS KITCHEN, AND THE UTILITY ROOM IS CONVENIENTLY LOCATED AND INCLUDES NEWER WASHER PLUS NEWER FURNACE, C/A, AND HOT WATER HEATER.  THERE IS A LARGE UPSTAIRS BONUS ROOM FOR STORAGE OR?  HOME SITS ON A DOUBLE LOT SO THE 4 CAR GARAGE, YES FOUR CAR, DOES NOT DOMINATE THE LOT SO YOU ALSO GET A LARGE FENCED IN AREA FOR CHILDREN OR PETS TO PLAY.  VINYL WINDOWS, NEW, ROOF, NEW, EVERYTHING HAS BEEN DONE SO YOU CAN PUT YOUR CHARGE CARDS AWAY AT CLOSING.  QUICK OCCUPANCY TOO!",$210,154,$196,"1,399",,"1,399",,1962,,"Deck, Patio"
 $ 134 ,177500,179999,"$252,000",#N/A,09/26/2018,633,ELLEN,Avenue,Royal Oak,Oakland,48073,,4,1.1,1325,0.13,Quad-Level,Contemporary, $ 134 ,Partially Finished,,177500,"Aluminum, Brick","Attic Fan, Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",22X22,"Detached, Electricity",2 Car,Forced Air,179999,20,FALSE,"LOTS OF POSSIBILITIES WITH THIS QUAD ON ONE OF THE QUIETEST STREETS IN ROYAL OAK. RENOVATE, UPGRADE OR JUST ENJOY. LOVELY HARDWOOD FLOORS IN LIVING ROOM. LARGE EAT=IN KITCHEN. FOURTH BEDROOM NOW USED AS OFFICE BUT THERE'S A ROOM ON LOWER LEVEL THAT CAN ALSO BE USED AS AN OFFICE. PRICED TO SELL. POSSESSION OCTOBER 30TH.",$210,154,$196,993,,993,666,1940,,Patio
 $ 134 ,167500,189500,,#N/A,12/27/2018,1616,MAPLE,Avenue,Royal Oak,Oakland,48067,,3,1.1,1250,0.13,1 1/2 Story,Bungalow, $ 134 ,,,167500,"Aluminum, Other","Ceiling Fan, Central Air","Fenced, Outside Lighting",10x14,"Detached, Workshop",1 Car,Forced Air,207777,28,FALSE,"GREAT BUNGALOW FOR A FIRST TIME HOME BUYER OR INVESTOR IN A PRIME LOCATION. NEWER STAINLESS STEEL APPLIANCES, NEW CONCRETE DRIVEWAY, NEW ROOF, NEW HIGH EFFICIENCY BRYANT FURNACE. NICEST GARDEN IN ROYAL OAK WITH A STAMPED CONCRETE PATIO IN THE BACK OF THE HOME. NICELY FINISHED COVERED PORCH THAT IS GREAT FOR RELAXING.",$210,154,$196,"2,001",900,"1,101","1,100",1956,2015,"Porch, Porch - Covered"
 $ 135 ,143000,159999,,#N/A,03/19/2019,1106,WILSON,Avenue,Royal Oak,Oakland,48067,,3,1,1063,0.11,1 Story,Ranch, $ 135 ,,,143000,Vinyl,"Ceiling Fan, Central Air",Fenced,,"Detached, Door Opener, Electricity",1 Car,Forced Air,189000,12,FALSE,IN GREAT LOCATION-THIS 3 BEDROOM 1 BATH HOME IS READY TO MOVE INTO.  IT HAS A NICE FENCED BACK YARD AND 1 CAR GARAGE,$210,154,$196,"1,612",300,"1,312",600,1922,2004,"Patio, Porch - Enclosed"
 $ 135 ,165000,164900,"$215,000",#N/A,04/30/2018,3227,GARDEN,,Royal Oak,Oakland,48073,,3,1,1225,0,1 1/2 Story,Bungalow, $ 135 ,Unfinished,,165000,"Aluminum, Other",,,,,No Garage,Forced Air,164900,15,FALSE,"THREE BEDROOM NORTH ROYAL OAK BUNGALOW WITH TONS OF POTENTIAL. NEWER DIMENSIONAL ROOF, HARDWOOD FLOORING, COVED CEILINGS PLUS A  NICE FAMILY ROOM ADDITION. LARGE MASTER BEDROOM UPSTAIRS, UNFINISHED BASEMENT FOR STORAGE OR FUTURE FINISHING AND POSSESSION AT CLOSE. SUPER DEEP 275 FOOT LOT WITH A SHED AND LOTS OF ROOM TO ADD A GARAGE. KITCHEN WITH OAK CABINETS AND APPLIANCES, CENTRAL AIR AND VINYL WINDOWS. HOME NEEDS SOME UPDATING BUT OFFERS TONS OF POTENTIAL WITH A LITTLE WORK. POSSESSION AT CLOSE. HIGHEST AND BEST DUE AT 10 AM ON 3-21.",$210,154,$196,"1,559",500,"1,059","1,059",1956,,"Patio, Porch"
 $ 135 ,189000,189000,,#N/A,06/27/2018,4845,CAMPBELL,Road,Royal Oak,Oakland,48073,,3,1.1,1399,0.22,Tri-Level,Other, $ 135 ,,,189000,Aluminum,,,,Detached,2 Car,Forced Air,189000,21,FALSE,"DON'T MISS OUT THIS GREAT CORNER LOT HOME! HUGE FENCED BACK YARD, FEATURING A PATIO AND EXTRA WIDE DECK. THIS 3 BEDROOM 1 1/2 BATH HAS A NEWER ROOF, AC,FURNANCE AND HUMIDIFIER. FRESHLY PAINTED THROUGHOUT. ENJOY THE CUSTOM DESIGNED KITCHEN AND NATURAL LIGHT THROUGH THE BIG BAY WINDOWS AND SKYLIGHT. CLOSE PROXIMITY TO RESTAURANTS AND SHOPPING. ROYAL OAK SCHOOLS.",$210,154,$196,942,,942,720,1949,,Porch - Covered
 $ 136 ,160000,160000,,#N/A,02/28/2019,901,DONALD,,ROYAL OAK,Oakland,48073,,4,1,1179,0.11,1 1/2 Story,Bungalow, $ 136 ,,,160000,Aluminum,Central Air,"Fenced, Outside Lighting",,"Detached, Electricity",1 1/2 Car,Forced Air,199800,19,FALSE,"NORTH ROYAL OAK JEWEL. 4 BEDROOMS, DETACHED GARAGE, EAT IN KITCHEN, 3 SEASON FRONT PORCH IS IDEAL FOR RELAXING WITH YOUR MORNING COFFEE OR AN EVENING COCKTAIL. MINUTES TO I75 AND SHOPPING. NEWER DIMENSIONAL ROOF, UPDATED SPACE SAVING HEAT & A/C UNIT.",$210,154,$196,"1,850",350,"1,500",700,1969,,Deck
 $ 136 ,290000,279900,,#N/A,07/03/2018,5028,THORNCROFT,Avenue,Royal Oak,Oakland,48073,,3,2.1,2130,0.17,Tri-Level,"Contemporary, Other", $ 136 ,"Daylight, Finished, Walk-Up Access",,290000,"Aluminum, Brick","Attic Fan, Ceiling Fans 2+, Wall Units 2+","Fenced, Outside Lighting, Spa/Hot-tub",,"Attached, Door Opener, Electricity",2 Car,"Baseboard, Hot Water",279900,36,FALSE,OVER 2100 SQUARE FEET OF WELL-PLANNED LIVING SPACE. GENEROUS ROOM SIZES AND LOT'S OF NATURAL LIGHT. THE WELCOMING FRONT PORCH OPENS TO A LARGE FOYER. THE LIVING ROOM IS OPEN TO THE DINING ROOM THAT IS OPEN TO A LARGE COOKS KITCHEN. KITCHEN APPLIANCES ARE INCLUDED IN THE SALE. ACCESS TO THE PATIO FROM A DOOR WALL IN THE DINING ROOM...OFFERS NICE NATURAL LIGHT TO THE FIRST FLOOR LIVING SPACES. THE FAMILY ROOM HAS A NATURAL FIREPLACE. HARDWOOD FLOORS ON THE UPPER LEVEL. LARGE MASTER BEDROOM WITH GENEROUS CLOSET SPACE AND A PRIVATE BATH. POSSIBLE 4TH BEDROOM IN LOWER LEVEL IS BEING USED AS OFFICE/CRAFT SPACE AND HAS OUTSIDE WALK OUT ACCESS.GREAT LOCATION WITH A PRIVATE BACKYARD BACKING TO A GREENBELT. GREAT PATIO AND LANDSCAPING. THIS HOUSE IS WELL CARED FOR AND IN MOVE-IN CONDITION. ATTACHED TWO-CAR GARAGE. LOT'S OF STORAGE SPACE. ROOF IS 3 YEARS OLD. LIVES LARGER THAN STATED SQUARE FOOTAGE...A GREAT FLOW/FLOOR PLAN ON THIS WELL LOVED HOME. WELCOME TO ROYAL OAK!,$210,154,$196,"2,001","1,000","1,001","1,000",1948,,Porch
 $ 137 ,152000,154900,,#N/A,12/06/2018,510,CAMPBELL,,Royal Oak,Oakland,48067,,3,1,1110,0.21,1 Story,Ranch, $ 137 ,,,152000,"Brick, Vinyl","Ceiling Fans 2+, Central Air","Fenced, Outside Lighting, Spa/Hot-tub",,"Detached, Direct Access, Electricity",2 Car,Forced Air,165000,16,FALSE,"STILL TIME TO CLOSE AND MOVE IN BEFORE THE HOLIDAYS. GREAT LOOR PLAN AND ROOM SIZES. BRIGHT THROUGHOUT WITH NEWER WINDOWS (3 PICTURE WINDOWS).  NEWER ROOF, GUTTERS, AND SIDING, HOME OFFERS CENTRAL AIR, COVERED FRONT PORCH, LARGE DECK WITH HOT TUB, LARGE FENCED DOG KENNEL, VERY PRIVATE BACK YARD WITH WORKING POND AND BEAUTIFUL LADNDSCAPE. EXTRA LARGE 2 CAR GARAGE AND DRIVEWAY OFF FARNUM.  HUGE STORAGE IN LIGHTED ATIC WITH PULL DOWN STAIRS.AS PREFERRED HOME WARRANTY INCLUDED.  OCCUPANCY AT CLOSING. SELLER WILLING TO CONTRIBUTE TOWARDS CLOSING COSTS WITH ACCEPTABLE PRICE AND TERMS.",$210,154,$196,"1,665",480,"1,185",795,1950,,"Deck, Porch - Covered"
 $ 137 ,163000,175000,,#N/A,09/26/2018,3319,Ellwood,Avenue,Royal Oak,Oakland,48073,,3,1,1190,0.11,1 1/2 Story,Bungalow, $ 137 ,Partially Finished,,163000,Vinyl,"Ceiling Fan, Central Air","Fenced, Outside Lighting",,,No Garage,Forced Air,175000,24,FALSE,"YOU WILL BE OFF TO A GREAT START IN THIS NICELY MAINTAINED BUNGALOW FEATURING A WELCOMING ENTRY PORCH, SPACIOUS LIVING W/COVE CEILING, EXPOSED HARDWOOD FLOORS (LIVING ROOM, HALLWAY & BOTH ENTRY LEVEL BEDROOMS), CHEERFUL KITCHEN W/GOOD COUNTER SPACE (ALL APPLIANCES INCLUDED), FORMAL DINING ROOM OR POSSIBLE HOME OFFICE W/DOORWALL TO REAR DECK, RENOVATED FULL BATHROOM W/CERAMIC TILE FLOOR & PEDESTAL SINK, GENEROUS SIZE MASTER BEDROOM W/WALK-IN CLOSET & A PARTIALLY FINISHED WATERPROOFED BASEMENT W/GLASS BLOCK WINDOWS.  UPDATES INCLUDE; MAINTENANCE FREE VINYL SIDING, VINYL REPLACEMENT WINDOWS, COPPER PLUMBING & ELECTRICAL (BREAKERS).  THIS HOME IS IDEALLY LOCATED WITHIN WALKING DISTANCE TO BEAUMONT HOSPITAL, SHOPPING AND RESTAURANTS AS WELL AS OFFERING QUICK & EASY ACCESS TO WOODWARD, I-75 & I-696.  WELCOME HOME!!!",$210,154,$196,"1,450",400,"1,050",738,1940,,Porch
 $ 137 ,275000,289900,,#N/A,03/15/2019,912,MIDLAND,,Royal Oak,Oakland,48073,,5,4,2007,0.17,Quad-Level,Other, $ 137 ,Unfinished,,275000,"Vinyl, Other","Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,"Detached, Electricity",2 Car,Forced Air,289900,31,FALSE,"THIS IS A LARGE HOME WITH 5 BEDROOMS AND 4 BATHROOMS, AND IT BLENDS IN PERFECTLY IN THIS BEAUTIFULLY TREED NEIGHBORHOOD OF BOTH NEWER AND OLDER HOMES. THE HOME HAS AN ENORMOUS GREAT  ROOM  AND KITCHEN  WITH LOTS OF WINDOWS PROVIDING NATURAL LIGHT. THE CHEFS KITCHEN PROVIDES PLENTY OF CABINETRY  AND COUNTER SPACE AND HAS DOUBLE OVENS. ALL OF THE APPLIANCES STAY.  ALL OF THE EXPENSIVE UPDATES HAVE BEEN DONE INCLUDING 200 AMP ELECTRICAL (AN ADDITIONAL 80 AMPS IN THE 2006 BUILT OVERSIZED GARAGE WITH A SECOND FLOOR FOR LOTS OF STORAGE), A NEW HIGH EFFICIENT C/A AND FURNACE, NEW 75 GALLON HWT AND NEWER ROOF AND WINDOWS.",$210,154,$196,892,,892,892,1943,,"Deck, Porch"
 $ 137 ,164900,174900,,#N/A,03/11/2019,3502,MAIN,Street,Royal Oak,Oakland,48073,,3,2,1200,0.18,2 Story,"Bungalow, Cape Cod, Colonial, Other", $ 137 ,Partially Finished,,164900,"Cedar, Wood","Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,"2+ Assigned Space(s), Detached, Door Opener, Electricity, Side Entrance",2 Car,"Baseboard, Forced Air",189900,27,FALSE,"WALK TO DOWNTOWN ROYAL OAK! THE COOLEST FEATURES OF THIS HOUSE INCLUDE: FINISHED BUNGALOW LEVEL, WITH EXTRA BEDROOM AND LIVING ROOM SPACE. GARAGE, AND LARGE LOT. FENCED IN YARD, PARKING ALONG THE SIDE OF THE STREET, AS WELL AS A NICE SIZED DRIVEWAY. SERIOUS FUN TO BE HAD, AND MEMORIES TO BE MADE IN THIS HOUSE.  LOCATION, GARAGE, 3 BEDROOMS AND 2 FULL BATHROOMS, ALL FOR UNDER 200K!- THIS IS RARE IN ROYAL OAK! ENJOY NEW PAINT, NEW ROOF, NEW WINDOWS, AND THE NEW BATHROOM IN THE BASEMENT.",$210,154,$196,930,100,830,830,1911,,"Porch - Covered, Porch - Enclosed"
 $ 137 ,218000,225000,,#N/A,12/07/2018,3211,PARKER,Drive,Royal Oak,Oakland,48073,,4,1.1,1586,0.15,2 Story,Colonial, $ 137 ,Partially Finished,,218000,"Aluminum, Brick","Ceiling Fans 2+, Central Air",,,"Attached, Direct Access, Door Opener, Electricity",2 Car,Forced Air,250000,39,FALSE,"WELCOME HOME!!!CHECK OUT THIS NORTH ROYAL OAK COLONIAL.  THIS GREAT HOME HAS 4 BEDROOMS ALL WITH HWF, FRESHLY PAINTED, REPLACEMENT WINDOWS. UPDATED BATHS AND FEATURES BOTH LIVING AND FAMILY ROOMS. NEW CARPETING ON STEPS, UPPER HALL, FAMILY ROOM AND LOWER LEVEL. SPACIOUS KITCHEN HAS NEWER APPLIANCES, NICE WOOD CABINETS AND PLENTY OF COUNTER SPACE. ENJOY EVENINGS OUT ON YOUR BACK DECK IN YOU PRIVATE BACK YARD. THE ROOMY BACK YARD IS SURROUNDED BY PRIVACY FENCE. COMPLETE TEAR OFF OF THE ROOF (NOV 2015) REPLACED WITH DIMENSIONAL SHINGLES. NATURAL FIREPLACE IN THE COZY FAMILY ROOM. LOWER LEVEL IS PARTIALLY FINISHED PERFECT FOR ADDED LIVING SPACE WHILE LEAVING ROOM FOR STORAGE. 2 CAR ATTACHED GARAGE WITH OPENER AND SHED IN BACK TO STORE ALL YOUR YARD EQUIPMENT. THIS IS A MUST SEE BEFORE IT IT GONE!!!",$210,154,$196,"1,812",800,"1,012",950,1955,,Porch
 $ 138 ,149000,154900,,#N/A,04/13/2018,2524,OLIVER,,Royal Oak,Oakland,48073,,2,1,1080,0.09,2 Story,1/2 Duplex with Land, $ 138 ,Unfinished,,149000,Brick,"Ceiling Fan, Central Air",,,,No Garage,Forced Air,154900,18,FALSE,"CLEAN AND UPDATED ROYAL OAK DUPLEX CONDO FOR SALE OR LEASE!  CENTRAL ROYAL OAK LOCATION WALKING DISTANCE TO THE NEW PLANET FITNESS.  TWO SPACIOUS BEDROOMS WITH LARGE CLOSETS.  UPDATED KITCHEN AND BATH.  BEAUTIFUL HARD WOOD FLOORS T/O.  BASEMENT FLOOR HAS EPOXY COATING AND CAN BE USED AS ADDITIONAL REC/LIVING SPACE.  EASY ACCESS TO BEAUMONT, DOWNTOWN RO/BIRMINGHAM/CLAWSON/BERKLEY.",$210,154,$196,"2,184","1,092","1,092","1,092",1948,,Porch
